سال,1395,1396
غیرخوراک,301695953,320789611
1- پوشاک و کفش,16913634,17783671
پوشاک,13480660,14419891
انواع کفش و تعمیرات آن,3432974,3363780
2- مسکن، آب، برق، گاز و سایر سوخت ها,139434564,149376555
اجارهبها و ارزش اجاری مسکن,129900562,139496511
تعمیرات و خدمات مسکن,798480,812216
آب و خدمات متفرقه مسکن,2756278,2899479
برق، گاز و سایر سوختها,5979244,6168349
3- لوازم، اثاث و خدمات مورد استفاده در خانه,15776647,16886594
مبلمان، اثاث، فرش و انواع کفپوش,4721392,5519675
منسوجات مورد استفاده در خانه,929012,874399
وسایل برقی، پختوپز، حرارتی و وسایلعمده مورد استفاده در خانه,3706326,4190984
ظروف، لوازم آشپزخانه و سایر لوازم خانه,2514543,2037834
ابزار و وسایل برای خانه و باغچه,627064,633023
کالاها و لوازم مصرفی بی دوام و کم دوام خانه,3278310,3630680
4- بهداشت و درمان,23152774,24203067
دارو، لوازم و مواد طبی و درمانی,6622457,7050972
خدمات پزشکی، دندانپزشکی و پیراپزشکی و هزینههای بیمارستانی,16530317,17152095
5- حمل و نقل,41850987,44641156
خرید وسایل نقلیه شخصی,20008417,22028750
تعمیرات و سوخت وسایل نقلیه شخصی,13576516,14232459
هزینه های رفت و آمد و حمل و نقل کالا,8266054,8379947
6- ارتباطات,8321861,8674570
7- تفریح و امور فرهنگی,7649465,8033658
8- تحصیل,7344231,7599261
9- رستوران و هتل,8368087,8998914
غذاها و خوراکیهای آماده و آشامیدنیها,8014580,8711763
هزینه هتل و مسافرخانه (بدون تور),353507,287152
10- کالاها و خدمات متفرقه,32883703,34592165
لوازم بهداشتی و آرایشی و خدمات شخصی,7960144,8416669
لوازم شخصی و زینتی و هزینه های متفرقه شخصی,3928940,4540550
خدمات اجتماعی,263054,208152
انواع بیمه,9112620,10262887
خدمات مالی,7419428,7204145
سایر کالاها و خدمات متفرقه,4199517,3959762
