سال,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390
مجموع درآمد پولی و غیرپولی خالص,26.7,15.7,20.3,19.2,17.9,25.2,17,10,10.4,22.8
درآمد پولی خالص,26,15.1,22.4,21.8,15.1,19.3,15.5,12.7,13,24.2
1- درآمد از مزد و حقوق بخش دولتی و عمومی,27.7,-0.6,29.6,22.4,10.6,10.1,7.4,6.7,10.5,8.1
2- درآمد از مزد و حقوق بخش خصوصی,28.4,22.7,23.3,22.7,14.8,26,20.1,10,15.5,24.1
3- درآمد از مزد و حقوق بخش تعاونی,"","","","","","","","","",""
4- درآمد از مشاغل آزاد کشاورزی,"",12.4,67.1,"",45.9,20.2,"","",32.9,10.7
5- درآمد از مشاغل آزاد غیرکشاورزی,22.3,17.3,19.9,26.1,8.4,20.1,9.4,2,10.9,8.5
6- درآمدهای متفرقه,37.7,26.1,12.9,18.2,30.1,21.9,33.3,36.7,13.7,48.9
درآمد غیرپولی,28.6,17.2,15,12.2,26.1,41.1,20.3,4.3,4.3,19.4
1- ارزش اجاری مسکن شخصی (مالکنشین),30.1,17.5,12.5,11.6,26.7,42.5,18.7,5.3,2.5,14.2
2- سایر,23.1,15.9,24.9,14.8,23.9,35.9,26.4,0.6,11.2,37.1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
جدول شماره ۱۶ درصد توزیع افراد شش ساله و بیشتر خانوارها به تفکیک جنسیت بر حسب میزان سواد,,,,,,,,,,
