سال,13810,13820,13830,13840,13850,13860,13870,13880,13890,13900
جمع کل هزینه خالص,247,142,219,128,171,278,168,106,123,237
1- خوراکیها و آشامیدنیها,188,125,179,62,168,245,187,98,167,229
2- دخانیات,72,27,143,89,56,246,165,146,100,76
3- پوشاک و کفش,95,114,126,135,76,236,74,203,75,149
4- مسکن، آب، برق، گاز و سایر سوخت ها,261,184,169,146,226,387,215,44,69,250
5- لوازم، اثاث و خدمات مورد استفاده در خانه,207,22,292,154,54,319,87,152,106,125
6- بهداشت و درمان,469,82,66,146,190,263,209,239,219,182
7- حمل ونقل,426,174,355,154,149,50,75,136,103,337
8- ارتباطات,291,265,306,428,324,573,154,-09,92,233
9- تفریح و امور فرهنگی,287,76,257,-01,64,180,112,224,143,188
10- تحصیل,287,175,413,281,236,242,209,77,217,51
11- رستوران و هتل,336,58,292,114,148,269,132,147,104,264
12- کالاها و خدمات متفرقه,153,314,685,218,156,294,137,255,242,390
,,,,,,,,,,
,,,,,,,,,,
جدول شماره ۱۶ درصد توزیع افراد شش ساله و بیشتر خانوارها به تفکیک جنسیت بر حسب میزان سواد,,,,,,,,,,
