سال,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390
مجموع درآمد پولی و غیرپولی خالص,37025533,42826983,51515395,61427508,72421279,90686760,106067634,116679610,128804968,158178384
درآمد پولی خالص,26660034,30679510,37551070,45751219,52651405,62796662,72512988,81692106,92296977,114596693
1- درآمد از مزد و حقوق بخش دولتی و عمومی,7026020,6984473,9049355,11074592,12247889,13486906,14492215,15461962,17091189,18469293
2- درآمد از مزد و حقوق بخش خصوصی,4653940,5712972,7042257,8639598,9921859,12498305,15013847,16512728,19076627,23668547
3- درآمد از مزد و حقوق بخش تعاونی,"","","","","","","","","",251415
4- درآمد از مشاغل آزاد کشاورزی,657470,739063,1235353,1102951,1609632,1935005,1633707,1310323,1741299,1927221
5- درآمد از مشاغل آزاد غیرکشاورزی,9283209,10886761,13048839,16451939,17839253,21423782,23435075,23894421,26510471,28771740
6- درآمدهای متفرقه,5039395,6356241,7175266,8482139,11032772,13452664,17938144,24512672,27877391,41508477
درآمد غیرپولی,10365499,12147473,13964325,15676289,19769874,27890098,33554646,34987504,36507989,43581688
1- ارزش اجاری مسکن شخصی (مالکنشین),8299933,9753331,10973943,12242323,15514652,22105812,26243439,27629470,28323639,32360415
2- سایر,2065566,2394142,2990382,3433966,4255222,5784286,7311207,7358034,8184350,11221273
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
جدول شماره ۱۶ درصد توزیع افراد شش ساله و بیشتر خانوارها به تفکیک جنسیت بر حسب میزان سواد,,,,,,,,,,
