سال,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390
جمع کل هزینه خالص,24.7,14.2,21.9,12.8,17.1,27.8,16.8,10.6,12.3,23.7
1- خوراکیها و آشامیدنیها,18.8,12.5,17.9,6.2,16.8,24.5,18.7,9.8,16.7,22.9
2- دخانیات,7.2,2.7,14.3,8.9,5.6,24.6,16.5,14.6,10,7.6
3- پوشاک و کفش,9.5,11.4,12.6,13.5,7.6,23.6,7.4,20.3,7.5,14.9
4- مسکن، آب، برق، گاز و سایر سوخت ها,26.1,18.4,16.9,14.6,22.6,38.7,21.5,4.4,6.9,25
5- لوازم، اثاث و خدمات مورد استفاده در خانه,20.7,2.2,29.2,15.4,5.4,31.9,8.7,15.2,10.6,12.5
6- بهداشت و درمان,46.9,8.2,6.6,14.6,19,26.3,20.9,23.9,21.9,18.2
7- حمل ونقل,42.6,17.4,35.5,15.4,14.9,5,7.5,13.6,10.3,33.7
8- ارتباطات,29.1,26.5,30.6,42.8,32.4,57.3,15.4,-0.9,9.2,23.3
9- تفریح و امور فرهنگی,28.7,7.6,25.7,-0.1,6.4,18,11.2,22.4,14.3,18.8
10- تحصیل,28.7,17.5,41.3,28.1,23.6,24.2,20.9,7.7,21.7,5.1
11- رستوران و هتل,33.6,5.8,29.2,11.4,14.8,26.9,13.2,14.7,10.4,26.4
12- کالاها و خدمات متفرقه,15.3,31.4,68.5,21.8,15.6,29.4,13.7,25.5,24.2,39
