سال,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400
جمع کل هزینه خالص,26,31.2,15.6,7.9,11.5,7.2,23.7,28.4,37.6,52.8
1- خوراکیها و آشامیدنیها,31.4,31.5,8.1,3.1,8,10.2,33.1,28.6,53,58.7
2- دخانیات,54.6,36.3,-1.4,-3.6,19.3,4.1,67.9,23.1,29.4,58.4
3- پوشاک و کفش,23.6,33.6,15.9,4.3,6.4,5.1,3,7.9,31.6,84.5
4- مسکن، آب، برق، گاز و سایر سوخت ها,33.5,36.4,13.2,12.4,12.9,7.1,31,36.9,37.9,43.8
5- لوازم، اثاث و خدمات مورد استفاده در خانه,16.4,23.1,14.7,6.8,8.4,7.2,18.2,26.9,56,43.3
6- بهداشت و درمان,27.5,35.1,18.8,8,12.7,4.5,17.5,16.8,35.7,70.9
7- حمل ونقل,-0.3,11.6,39.6,11,17.9,6.1,3.7,20.4,14.3,64.2
8- ارتباطات,10.1,27.5,19.9,-0.6,8.3,3.5,7.5,22.8,61.1,32.1
9- تفریح و امور فرهنگی,9.4,32.2,20.9,-4.8,15.1,6.2,14.4,14.7,-20.3,65.4
10- تحصیل,15.5,18.3,23.6,5.7,12.6,3.5,4.1,8,7.4,21.5
11- رستوران و هتل,14.1,29.1,11.9,13,13.1,7.5,15.6,26.1,-19.7,112.6
12- کالاها و خدمات متفرقه,35.4,32.9,28.5,8.6,12.6,5.7,13.8,21,21.6,52.3
