سال,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403
مجموع درآمد پولی و غیرپولی ناخالص,12.4,11.3,12,21.6,28.1,40.5,50.5,57,47.4,35.9
درآمد پولی ناخالص,12.3,10.8,13.9,16.3,22.8,41.5,54,60.4,48.2,36.4
1- درآمد از مزد و حقوق بخش دولتی و عمومی,14.2,12.1,9.9,2.7,21.3,39.4,34.4,51.4,36.8,39.7
2- درآمد از مزد و حقوق بخش خصوصی,12.8,13.4,19.8,14.1,22,37.9,61.1,61.7,53.1,37
3- درآمد از مزد و حقوق بخش تعاونی,"","","","","","","","","",""
4- درآمد از مشاغل آزاد کشاورزی,11.4,4.1,-2.1,19.5,12.5,66.1,72.2,70.7,44.1,36.5
5- درآمد از مشاغل آزاد غیرکشاورزی,14.1,8.6,11.5,18.4,20.3,34.5,57.9,80.2,52.1,37.7
6- درآمدهای متفرقه,13.3,10.7,15.6,20.2,24.1,45.4,56.3,44.4,45.3,34.4
7- درآمد حاصل از فروش کالاهای دست دوم,-10.5,8,6.4,32.6,38.6,62.4,35.4,101.2,52.6,34.3
درآمد غیرپولی,12.5,12.5,7.5,34.5,39,38.5,44,50.1,45.7,34.7
1- ارزش اجاری مسکن شخصی (مالکنشین),12.2,9.2,9.2,35.8,43,38.3,42.7,47.2,42.5,33.4
2- سایر,13.5,25.6,1.5,29.6,23.2,39.6,50.1,63,58.4,39.3
