سال,13930,13940,13950,13960,13970,13980,13990,14000,14010,14020
مجموع درآمد پولی و غیرپولی ناخالص,3138201480,3525856100,3923732960,4392755020,5342854980,6841873470,9610548250,14464251430,22705714010,33469059820
درآمد پولی ناخالص,2187318140,2456378790,2720487520,3099185430,3603290180,4423958150,6261113890,9640423040,15463520650,22914453360
1- درآمد از مزد و حقوق بخش دولتی و عمومی,326947610,373485950,418767640,460285530,472879930,573502150,799315770,1073975750,1625749000,2224295510
2- درآمد از مزد و حقوق بخش خصوصی,438321570,494468290,560589560,671767650,766702490,935466500,1290304090,2078947880,3361106470,5144527520
3- درآمد از مزد و حقوق بخش تعاونی,2215870,1550900,2652880,2197180,1465500,2743370,3614320,2242900,15964480,14051030
4- درآمد از مشاغل آزاد کشاورزی,41114460,45811180,47674700,46677680,55778810,62770990,104246020,179536510,306415220,441591400
5- درآمد از مشاغل آزاد غیرکشاورزی,532198110,607435010,659596330,735704030,871236990,1047861590,1409278290,2224781790,4009911780,6097807700
6- درآمدهای متفرقه,740470590,838705540,928712130,1073470700,1290630860,1601138540,2328724710,3639935420,5256905690,7637854450
7- درآمد حاصل از فروش کالاهای دست دوم,106049930,94921920,102494280,109082660,144595600,200475010,325630690,441002790,887468010,1354325750
درآمد غیرپولی,950883340,1069477310,1203245440,1293569590,1739564800,2417915320,3349434360,4823828390,7242193360,10554606460
1- ارزش اجاری مسکن شخصی (مالکنشین),763082110,856305140,935535420,1021950710,1387557530,1984386770,2744403670,3915769150,5762412920,8211312040
2- سایر,187801230,213172170,267710020,271618880,352007270,433528550,605030690,908059240,1479780450,2343294420
