گروه های هزینه,1371,1372,1373,1374,1375,1376,1377,1378,1379,1380
جمع کل هزینه خالص,26.8,21.6,26.4,34.5,25.4,25.6,19.4,21.7,19.4,16.9
1- خوراکی ها ، آشامیدنی ها و دخانیات,25.5,19.7,28.8,43.4,17.5,13.9,21.4,19.4,17.6,11.3
خوراکی ها و آشامیدنی ها,26.7,20.3,28.3,43.7,17.6,14.1,21.6,19.4,18,11.2
دخانیات,-0.8,2.8,44.2,34.7,13.5,4.9,13.5,19.5,2.4,12.1
2- پوشاک و کفش,19.5,9.9,23.9,51.4,24.5,21.3,2.1,18.3,14.2,11.4
3- مسکن ، آب ، برق و سوخت,31.1,21,21.1,28.2,35,21.7,24,19.6,16.8,19.4
4- لوازم ، اثاث و خدمات مورد استفاده در خانه,31.1,25.4,25.6,23.9,28.3,41.2,11.8,20.8,23.8,14.7
5- درمان و بهداشت,24.1,58,26.3,12,23.8,32.5,21.3,28,12.4,30.6
6- حمل و نقل و ارتباطات,18.2,16.1,45.1,25.4,24.9,68.4,23.7,36.6,23.3,20.2
حمل و نقل,15.8,13.7,43.3,23.6,23.7,77.2,23.1,36.6,23,16.3
ارتباطات,48.3,40.1,60,38.2,32.5,15.6,29.4,36.9,25.6,53.2
7- تفریح ، سرگرمی ، تحصیل و خدمات فرهنگی,35.7,37.7,24.9,23.6,40.9,59.1,19.7,21.3,37.1,26.4
تفریح و سرگرمی,30,14.5,4.9,6.9,36.1,98.5,16.1,19,48.2,26.2
تحصیل و خدمات فرهنگی,46.6,76.6,46.9,36.7,43.7,36.4,22.7,23.1,28.5,26.6
8- کالاها و خدمات متفرقه,33.9,29,25.7,30.7,28.4,45,15,23.9,36.4,22.1
